menu_id,restaurante_id,fecha,dia_semana,dia_semana_num,temporada,primer_plato,primer_plato_id,segundo_plato,segundo_plato_id,postre,postre_id,bebida_incluida,precio
232,2,2026-01-28,Miércoles,2,invierno,Sopa de cebolla,58,Moussaka,63,Crema catalana,28,True,13.0
233,2,2026-01-29,Jueves,3,invierno,Falafel con ensalada,59,Tajín de pollo,64,Brownie con helado,29,True,13.0
234,2,2026-01-30,Viernes,4,invierno,Crema de champiñones,60,Bacalao confitado,65,Leche frita,30,True,13.0
235,2,2026-02-02,Lunes,0,invierno,Crema de zanahoria y jengibre,56,Cordero al horno,61,Torrijas,26,True,13.0
236,2,2026-02-03,Martes,1,invierno,Ensalada César,57,Lubina a la sal,62,Tarta de queso,27,True,13.0
237,2,2026-02-04,Miércoles,2,invierno,Sopa de cebolla,58,Moussaka,63,Crema catalana,28,True,13.0
238,2,2026-02-05,Jueves,3,invierno,Falafel con ensalada,59,Tajín de pollo,64,Brownie con helado,29,True,13.0
239,2,2026-02-06,Viernes,4,invierno,Crema de champiñones,60,Bacalao confitado,65,Leche frita,30,True,13.0
240,2,2026-02-09,Lunes,0,invierno,Crema de zanahoria y jengibre,56,Cordero al horno,61,Torrijas,26,True,13.0
241,2,2026-02-10,Martes,1,invierno,Ensalada César,57,Lubina a la sal,62,Tarta de queso,27,True,13.0
242,2,2026-02-11,Miércoles,2,invierno,Sopa de cebolla,58,Moussaka,63,Crema catalana,28,True,13.0
243,2,2026-02-12,Jueves,3,invierno,Falafel con ensalada,59,Tajín de pollo,64,Brownie con helado,29,True,13.0
244,2,2026-02-13,Viernes,4,invierno,Crema de champiñones,60,Bacalao confitado,65,Leche frita,30,True,13.0
245,2,2026-02-16,Lunes,0,invierno,Crema de zanahoria y jengibre,56,Cordero al horno,61,Torrijas,26,True,13.0
246,2,2026-02-17,Martes,1,invierno,Ensalada César,57,Lubina a la sal,62,Tarta de queso,27,True,13.0
247,2,2026-02-18,Miércoles,2,invierno,Sopa de cebolla,58,Moussaka,63,Crema catalana,28,True,13.0
248,2,2026-02-19,Jueves,3,invierno,Falafel con ensalada,59,Tajín de pollo,64,Brownie con helado,29,True,13.0
249,2,2026-02-20,Viernes,4,invierno,Crema de champiñones,60,Bacalao confitado,65,Leche frita,30,True,13.0
250,2,2026-02-23,Lunes,0,invierno,Crema de zanahoria y jengibre,56,Cordero al horno,61,Torrijas,26,True,13.0
251,2,2026-02-24,Martes,1,invierno,Ensalada César,57,Lubina a la sal,62,Tarta de queso,27,True,13.0
252,2,2026-02-25,Miércoles,2,invierno,Sopa de cebolla,58,Moussaka,63,Crema catalana,28,True,13.0
253,2,2026-02-26,Jueves,3,invierno,Falafel con ensalada,59,Tajín de pollo,64,Brownie con helado,29,True,13.0
254,2,2026-02-27,Viernes,4,invierno,Crema de champiñones,60,Bacalao confitado,65,Leche frita,30,True,13.0
255,2,2026-03-02,Lunes,0,primavera,Ensalada griega,66,Atún a la plancha,71,Fresones con nata,41,True,13.0
256,2,2026-03-03,Martes,1,primavera,Gazpacho andaluz,67,Pollo con limón y hierbas,72,Helado artesano,42,True,13.0
257,3,2025-09-01,Lunes,0,otoño,Sopa castellana,1,Pollo asado con patatas,6,Arroz con leche,11,True,11.5
258,3,2025-09-02,Martes,1,otoño,Lentejas estofadas,2,Merluza en salsa verde,7,Flan casero,12,True,11.5
259,3,2025-09-03,Miércoles,2,otoño,Crema de calabaza,3,Albóndigas en salsa,8,Tarta de manzana,13,True,11.5
260,3,2025-09-04,Jueves,3,otoño,Judías con chorizo,4,Lomo a la plancha,9,Natillas,14,True,11.5
261,3,2025-09-05,Viernes,4,otoño,Puchero madrileño,5,Callos a la madrileña,10,Coulant de chocolate,15,True,11.5
262,3,2025-09-08,Lunes,0,otoño,Sopa castellana,1,Pollo asado con patatas,6,Arroz con leche,11,True,11.5
263,3,2025-09-09,Martes,1,otoño,Lentejas estofadas,2,Merluza en salsa verde,7,Flan casero,12,True,11.5
264,3,2025-09-10,Miércoles,2,otoño,Crema de calabaza,3,Albóndigas en salsa,8,Tarta de manzana,13,True,11.5
265,3,2025-09-11,Jueves,3,otoño,Judías con chorizo,4,Lomo a la plancha,9,Natillas,14,True,11.5
266,3,2025-09-12,Viernes,4,otoño,Puchero madrileño,5,Callos a la madrileña,10,Coulant de chocolate,15,True,11.5
267,3,2025-09-15,Lunes,0,otoño,Sopa castellana,1,Pollo asado con patatas,6,Arroz con leche,11,True,11.5
268,3,2025-09-16,Martes,1,otoño,Lentejas estofadas,2,Merluza en salsa verde,7,Flan casero,12,True,11.5
269,3,2025-09-17,Miércoles,2,otoño,Crema de calabaza,3,Albóndigas en salsa,8,Tarta de manzana,13,True,11.5
270,3,2025-09-18,Jueves,3,otoño,Judías con chorizo,4,Lomo a la plancha,9,Natillas,14,True,11.5
271,3,2025-09-19,Viernes,4,otoño,Puchero madrileño,5,Callos a la madrileña,10,Coulant de chocolate,15,True,11.5
272,3,2025-09-22,Lunes,0,otoño,Sopa castellana,1,Pollo asado con patatas,6,Arroz con leche,11,True,11.5
273,3,2025-09-23,Martes,1,otoño,Lentejas estofadas,2,Merluza en salsa verde,7,Flan casero,12,True,11.5
274,3,2025-09-24,Miércoles,2,otoño,Crema de calabaza,3,Albóndigas en salsa,8,Tarta de manzana,13,True,11.5
275,3,2025-09-25,Jueves,3,otoño,Judías con chorizo,4,Lomo a la plancha,9,Natillas,14,True,11.5
276,3,2025-09-26,Viernes,4,otoño,Puchero madrileño,5,Callos a la madrileña,10,Coulant de chocolate,15,True,11.5
277,3,2025-09-29,Lunes,0,otoño,Sopa castellana,1,Pollo asado con patatas,6,Arroz con leche,11,True,11.5
278,3,2025-09-30,Martes,1,otoño,Lentejas estofadas,2,Merluza en salsa verde,7,Flan casero,12,True,11.5
279,3,2025-10-01,Miércoles,2,otoño,Crema de calabaza,3,Albóndigas en salsa,8,Tarta de manzana,13,True,11.5
280,3,2025-10-02,Jueves,3,otoño,Judías con chorizo,4,Lomo a la plancha,9,Natillas,14,True,11.5
281,3,2025-10-03,Viernes,4,otoño,Puchero madrileño,5,Callos a la madrileña,10,Coulant de chocolate,15,True,11.5
282,3,2025-10-06,Lunes,0,otoño,Sopa castellana,1,Pollo asado con patatas,6,Arroz con leche,11,True,11.5
283,3,2025-10-07,Martes,1,otoño,Lentejas estofadas,2,Merluza en salsa verde,7,Flan casero,12,True,11.5
284,3,2025-10-08,Miércoles,2,otoño,Crema de calabaza,3,Albóndigas en salsa,8,Tarta de manzana,13,True,11.5
285,3,2025-10-09,Jueves,3,otoño,Judías con chorizo,4,Lomo a la plancha,9,Natillas,14,True,11.5
286,3,2025-10-10,Viernes,4,otoño,Puchero madrileño,5,Callos a la madrileña,10,Coulant de chocolate,15,True,11.5
287,3,2025-10-13,Lunes,0,otoño,Sopa castellana,1,Pollo asado con patatas,6,Arroz con leche,11,True,11.5
288,3,2025-10-14,Martes,1,otoño,Lentejas estofadas,2,Merluza en salsa verde,7,Flan casero,12,True,11.5
289,3,2025-10-15,Miércoles,2,otoño,Crema de calabaza,3,Albóndigas en salsa,8,Tarta de manzana,13,True,11.5
290,3,2025-10-16,Jueves,3,otoño,Judías con chorizo,4,Lomo a la plancha,9,Natillas,14,True,11.5
291,3,2025-10-17,Viernes,4,otoño,Puchero madrileño,5,Callos a la madrileña,10,Coulant de chocolate,15,True,11.5
292,3,2025-10-20,Lunes,0,otoño,Sopa castellana,1,Pollo asado con patatas,6,Arroz con leche,11,True,11.5
293,3,2025-10-21,Martes,1,otoño,Lentejas estofadas,2,Merluza en salsa verde,7,Flan casero,12,True,11.5
294,3,2025-10-22,Miércoles,2,otoño,Crema de calabaza,3,Albóndigas en salsa,8,Tarta de manzana,13,True,11.5
295,3,2025-10-23,Jueves,3,otoño,Judías con chorizo,4,Lomo a la plancha,9,Natillas,14,True,11.5
296,3,2025-10-24,Viernes,4,otoño,Puchero madrileño,5,Callos a la madrileña,10,Coulant de chocolate,15,True,11.5
297,3,2025-10-27,Lunes,0,otoño,Sopa castellana,1,Pollo asado con patatas,6,Arroz con leche,11,True,11.5
298,3,2025-10-28,Martes,1,otoño,Lentejas estofadas,2,Merluza en salsa verde,7,Flan casero,12,True,11.5
299,3,2025-10-29,Miércoles,2,otoño,Crema de calabaza,3,Albóndigas en salsa,8,Tarta de manzana,13,True,11.5
300,3,2025-10-30,Jueves,3,otoño,Judías con chorizo,4,Lomo a la plancha,9,Natillas,14,True,11.5
301,3,2025-10-31,Viernes,4,otoño,Puchero madrileño,5,Callos a la madrileña,10,Coulant de chocolate,15,True,11.5
302,3,2025-11-03,Lunes,0,otoño,Sopa castellana,1,Pollo asado con patatas,6,Arroz con leche,11,True,11.5
303,3,2025-11-04,Martes,1,otoño,Lentejas estofadas,2,Merluza en salsa verde,7,Flan casero,12,True,11.5
304,3,2025-11-05,Miércoles,2,otoño,Crema de calabaza,3,Albóndigas en salsa,8,Tarta de manzana,13,True,11.5
305,3,2025-11-06,Jueves,3,otoño,Judías con chorizo,4,Lomo a la plancha,9,Natillas,14,True,11.5
306,3,2025-11-07,Viernes,4,otoño,Puchero madrileño,5,Callos a la madrileña,10,Coulant de chocolate,15,True,11.5
307,3,2025-11-10,Lunes,0,otoño,Sopa castellana,1,Pollo asado con patatas,6,Arroz con leche,11,True,11.5
308,3,2025-11-11,Martes,1,otoño,Lentejas estofadas,2,Merluza en salsa verde,7,Flan casero,12,True,11.5
309,3,2025-11-12,Miércoles,2,otoño,Crema de calabaza,3,Albóndigas en salsa,8,Tarta de manzana,13,True,11.5
310,3,2025-11-13,Jueves,3,otoño,Judías con chorizo,4,Lomo a la plancha,9,Natillas,14,True,11.5
311,3,2025-11-14,Viernes,4,otoño,Puchero madrileño,5,Callos a la madrileña,10,Coulant de chocolate,15,True,11.5
312,3,2025-11-17,Lunes,0,otoño,Sopa castellana,1,Pollo asado con patatas,6,Arroz con leche,11,True,11.5
313,3,2025-11-18,Martes,1,otoño,Lentejas estofadas,2,Merluza en salsa verde,7,Flan casero,12,True,11.5
314,3,2025-11-19,Miércoles,2,otoño,Crema de calabaza,3,Albóndigas en salsa,8,Tarta de manzana,13,True,11.5
315,3,2025-11-20,Jueves,3,otoño,Judías con chorizo,4,Lomo a la plancha,9,Natillas,14,True,11.5
316,3,2025-11-21,Viernes,4,otoño,Puchero madrileño,5,Callos a la madrileña,10,Coulant de chocolate,15,True,11.5
317,3,2025-11-24,Lunes,0,otoño,Sopa castellana,1,Pollo asado con patatas,6,Arroz con leche,11,True,11.5
318,3,2025-11-25,Martes,1,otoño,Lentejas estofadas,2,Merluza en salsa verde,7,Flan casero,12,True,11.5
319,3,2025-11-26,Miércoles,2,otoño,Crema de calabaza,3,Albóndigas en salsa,8,Tarta de manzana,13,True,11.5
320,3,2025-11-27,Jueves,3,otoño,Judías con chorizo,4,Lomo a la plancha,9,Natillas,14,True,11.5
321,3,2025-11-28,Viernes,4,otoño,Puchero madrileño,5,Callos a la madrileña,10,Coulant de chocolate,15,True,11.5
322,3,2025-12-01,Lunes,0,invierno,Cocido madrileño,16,Rabo de toro,21,Torrijas,26,True,11.5
323,3,2025-12-02,Martes,1,invierno,Sopa de ajo,17,Bacalao al pil pil,22,Tarta de queso,27,True,11.5
324,3,2025-12-03,Miércoles,2,invierno,Lentejas con verduras,18,Estofado de ternera,23,Crema catalana,28,True,11.5
325,3,2025-12-04,Jueves,3,invierno,Fabada asturiana,19,Secreto ibérico,24,Brownie con helado,29,True,11.5
326,3,2025-12-05,Viernes,4,invierno,Potaje de garbanzos,20,Chuletillas de cordero,25,Leche frita,30,True,11.5
327,3,2025-12-09,Martes,1,invierno,Sopa de ajo,17,Bacalao al pil pil,22,Tarta de queso,27,True,11.5
328,3,2025-12-10,Miércoles,2,invierno,Lentejas con verduras,18,Estofado de ternera,23,Crema catalana,28,True,11.5
329,3,2025-12-11,Jueves,3,invierno,Fabada asturiana,19,Secreto ibérico,24,Brownie con helado,29,True,11.5
330,3,2025-12-12,Viernes,4,invierno,Potaje de garbanzos,20,Chuletillas de cordero,25,Leche frita,30,True,11.5
331,3,2025-12-15,Lunes,0,invierno,Cocido madrileño,16,Rabo de toro,21,Torrijas,26,True,11.5
332,3,2025-12-16,Martes,1,invierno,Sopa de ajo,17,Bacalao al pil pil,22,Tarta de queso,27,True,11.5
333,3,2025-12-17,Miércoles,2,invierno,Lentejas con verduras,18,Estofado de ternera,23,Crema catalana,28,True,11.5
334,3,2025-12-18,Jueves,3,invierno,Fabada asturiana,19,Secreto ibérico,24,Brownie con helado,29,True,11.5
335,3,2025-12-19,Viernes,4,invierno,Potaje de garbanzos,20,Chuletillas de cordero,25,Leche frita,30,True,11.5
336,3,2025-12-22,Lunes,0,invierno,Cocido madrileño,16,Rabo de toro,21,Torrijas,26,True,11.5
337,3,2025-12-23,Martes,1,invierno,Sopa de ajo,17,Bacalao al pil pil,22,Tarta de queso,27,True,11.5
338,3,2025-12-24,Miércoles,2,invierno,Lentejas con verduras,18,Estofado de ternera,23,Crema catalana,28,True,11.5
339,3,2025-12-26,Viernes,4,invierno,Potaje de garbanzos,20,Chuletillas de cordero,25,Leche frita,30,True,11.5
340,3,2025-12-29,Lunes,0,invierno,Cocido madrileño,16,Rabo de toro,21,Torrijas,26,True,11.5
341,3,2025-12-30,Martes,1,invierno,Sopa de ajo,17,Bacalao al pil pil,22,Tarta de queso,27,True,11.5
342,3,2025-12-31,Miércoles,2,invierno,Lentejas con verduras,18,Estofado de ternera,23,Crema catalana,28,True,11.5
343,3,2026-01-02,Viernes,4,invierno,Potaje de garbanzos,20,Chuletillas de cordero,25,Leche frita,30,True,11.5
344,3,2026-01-05,Lunes,0,invierno,Cocido madrileño,16,Rabo de toro,21,Torrijas,26,True,11.5
345,3,2026-01-07,Miércoles,2,invierno,Lentejas con verduras,18,Estofado de ternera,23,Crema catalana,28,True,11.5
346,3,2026-01-08,Jueves,3,invierno,Fabada asturiana,19,Secreto ibérico,24,Brownie con helado,29,True,11.5
347,3,2026-01-09,Viernes,4,invierno,Potaje de garbanzos,20,Chuletillas de cordero,25,Leche frita,30,True,11.5
348,3,2026-01-12,Lunes,0,invierno,Cocido madrileño,16,Rabo de toro,21,Torrijas,26,True,11.5
349,3,2026-01-13,Martes,1,invierno,Sopa de ajo,17,Bacalao al pil pil,22,Tarta de queso,27,True,11.5
350,3,2026-01-14,Miércoles,2,invierno,Lentejas con verduras,18,Estofado de ternera,23,Crema catalana,28,True,11.5
351,3,2026-01-15,Jueves,3,invierno,Fabada asturiana,19,Secreto ibérico,24,Brownie con helado,29,True,11.5
352,3,2026-01-16,Viernes,4,invierno,Potaje de garbanzos,20,Chuletillas de cordero,25,Leche frita,30,True,11.5
353,3,2026-01-19,Lunes,0,invierno,Cocido madrileño,16,Rabo de toro,21,Torrijas,26,True,11.5
354,3,2026-01-20,Martes,1,invierno,Sopa de ajo,17,Bacalao al pil pil,22,Tarta de queso,27,True,11.5
355,3,2026-01-21,Miércoles,2,invierno,Lentejas con verduras,18,Estofado de ternera,23,Crema catalana,28,True,11.5
356,3,2026-01-22,Jueves,3,invierno,Fabada asturiana,19,Secreto ibérico,24,Brownie con helado,29,True,11.5
357,3,2026-01-23,Viernes,4,invierno,Potaje de garbanzos,20,Chuletillas de cordero,25,Leche frita,30,True,11.5
358,3,2026-01-26,Lunes,0,invierno,Cocido madrileño,16,Rabo de toro,21,Torrijas,26,True,11.5
359,3,2026-01-27,Martes,1,invierno,Sopa de ajo,17,Bacalao al pil pil,22,Tarta de queso,27,True,11.5
360,3,2026-01-28,Miércoles,2,invierno,Lentejas con verduras,18,Estofado de ternera,23,Crema catalana,28,True,11.5
361,3,2026-01-29,Jueves,3,invierno,Fabada asturiana,19,Secreto ibérico,24,Brownie con helado,29,True,11.5
362,3,2026-01-30,Viernes,4,invierno,Potaje de garbanzos,20,Chuletillas de cordero,25,Leche frita,30,True,11.5
363,3,2026-02-02,Lunes,0,invierno,Cocido madrileño,16,Rabo de toro,21,Torrijas,26,True,11.5
364,3,2026-02-03,Martes,1,invierno,Sopa de ajo,17,Bacalao al pil pil,22,Tarta de queso,27,True,11.5
365,3,2026-02-04,Miércoles,2,invierno,Lentejas con verduras,18,Estofado de ternera,23,Crema catalana,28,True,11.5
366,3,2026-02-05,Jueves,3,invierno,Fabada asturiana,19,Secreto ibérico,24,Brownie con helado,29,True,11.5
367,3,2026-02-06,Viernes,4,invierno,Potaje de garbanzos,20,Chuletillas de cordero,25,Leche frita,30,True,11.5
368,3,2026-02-09,Lunes,0,invierno,Cocido madrileño,16,Rabo de toro,21,Torrijas,26,True,11.5
369,3,2026-02-10,Martes,1,invierno,Sopa de ajo,17,Bacalao al pil pil,22,Tarta de queso,27,True,11.5
370,3,2026-02-11,Miércoles,2,invierno,Lentejas con verduras,18,Estofado de ternera,23,Crema catalana,28,True,11.5
371,3,2026-02-12,Jueves,3,invierno,Fabada asturiana,19,Secreto ibérico,24,Brownie con helado,29,True,11.5
372,3,2026-02-13,Viernes,4,invierno,Potaje de garbanzos,20,Chuletillas de cordero,25,Leche frita,30,True,11.5
373,3,2026-02-16,Lunes,0,invierno,Cocido madrileño,16,Rabo de toro,21,Torrijas,26,True,11.5
374,3,2026-02-17,Martes,1,invierno,Sopa de ajo,17,Bacalao al pil pil,22,Tarta de queso,27,True,11.5
375,3,2026-02-18,Miércoles,2,invierno,Lentejas con verduras,18,Estofado de ternera,23,Crema catalana,28,True,11.5
376,3,2026-02-19,Jueves,3,invierno,Fabada asturiana,19,Secreto ibérico,24,Brownie con helado,29,True,11.5
377,3,2026-02-20,Viernes,4,invierno,Potaje de garbanzos,20,Chuletillas de cordero,25,Leche frita,30,True,11.5
378,3,2026-02-23,Lunes,0,invierno,Cocido madrileño,16,Rabo de toro,21,Torrijas,26,True,11.5
379,3,2026-02-24,Martes,1,invierno,Sopa de ajo,17,Bacalao al pil pil,22,Tarta de queso,27,True,11.5
380,3,2026-02-25,Miércoles,2,invierno,Lentejas con verduras,18,Estofado de ternera,23,Crema catalana,28,True,11.5
381,3,2026-02-26,Jueves,3,invierno,Fabada asturiana,19,Secreto ibérico,24,Brownie con helado,29,True,11.5
382,3,2026-02-27,Viernes,4,invierno,Potaje de garbanzos,20,Chuletillas de cordero,25,Leche frita,30,True,11.5
383,3,2026-03-02,Lunes,0,primavera,Gazpacho,31,Pollo al limón,36,Fresones con nata,41,True,11.5
384,3,2026-03-03,Martes,1,primavera,Ensalada mixta,32,Merluza a la romana,37,Helado artesano,42,True,11.5
385,4,2025-09-01,Lunes,0,otoño,Minestrone,76,Pasta carbonara,81,Arroz con leche,11,True,14.0
386,4,2025-09-02,Martes,1,otoño,Bruschetta de tomate,77,Lasaña boloñesa,82,Flan casero,12,True,14.0
387,4,2025-09-03,Miércoles,2,otoño,Ensalada caprese,78,Scaloppine al limón,83,Tarta de manzana,13,True,14.0
388,4,2025-09-04,Jueves,3,otoño,Crema de calabacín,79,Pizza margarita,84,Natillas,14,True,14.0
389,4,2025-09-05,Viernes,4,otoño,Antipasto variado,80,Ravioli de ricotta,85,Coulant de chocolate,15,True,14.0
390,4,2025-09-08,Lunes,0,otoño,Minestrone,76,Pasta carbonara,81,Arroz con leche,11,True,14.0
391,4,2025-09-09,Martes,1,otoño,Bruschetta de tomate,77,Lasaña boloñesa,82,Flan casero,12,True,14.0
392,4,2025-09-10,Miércoles,2,otoño,Ensalada caprese,78,Scaloppine al limón,83,Tarta de manzana,13,True,14.0
393,4,2025-09-11,Jueves,3,otoño,Crema de calabacín,79,Pizza margarita,84,Natillas,14,True,14.0
394,4,2025-09-12,Viernes,4,otoño,Antipasto variado,80,Ravioli de ricotta,85,Coulant de chocolate,15,True,14.0
395,4,2025-09-15,Lunes,0,otoño,Minestrone,76,Pasta carbonara,81,Arroz con leche,11,True,14.0
396,4,2025-09-16,Martes,1,otoño,Bruschetta de tomate,77,Lasaña boloñesa,82,Flan casero,12,True,14.0
397,4,2025-09-17,Miércoles,2,otoño,Ensalada caprese,78,Scaloppine al limón,83,Tarta de manzana,13,True,14.0
398,4,2025-09-18,Jueves,3,otoño,Crema de calabacín,79,Pizza margarita,84,Natillas,14,True,14.0
399,4,2025-09-19,Viernes,4,otoño,Antipasto variado,80,Ravioli de ricotta,85,Coulant de chocolate,15,True,14.0
400,4,2025-09-22,Lunes,0,otoño,Minestrone,76,Pasta carbonara,81,Arroz con leche,11,True,14.0
401,4,2025-09-23,Martes,1,otoño,Bruschetta de tomate,77,Lasaña boloñesa,82,Flan casero,12,True,14.0
402,4,2025-09-24,Miércoles,2,otoño,Ensalada caprese,78,Scaloppine al limón,83,Tarta de manzana,13,True,14.0
403,4,2025-09-25,Jueves,3,otoño,Crema de calabacín,79,Pizza margarita,84,Natillas,14,True,14.0
404,4,2025-09-26,Viernes,4,otoño,Antipasto variado,80,Ravioli de ricotta,85,Coulant de chocolate,15,True,14.0
405,4,2025-09-29,Lunes,0,otoño,Minestrone,76,Pasta carbonara,81,Arroz con leche,11,True,14.0
406,4,2025-09-30,Martes,1,otoño,Bruschetta de tomate,77,Lasaña boloñesa,82,Flan casero,12,True,14.0
407,4,2025-10-01,Miércoles,2,otoño,Ensalada caprese,78,Scaloppine al limón,83,Tarta de manzana,13,True,14.0
408,4,2025-10-02,Jueves,3,otoño,Crema de calabacín,79,Pizza margarita,84,Natillas,14,True,14.0
409,4,2025-10-03,Viernes,4,otoño,Antipasto variado,80,Ravioli de ricotta,85,Coulant de chocolate,15,True,14.0
410,4,2025-10-06,Lunes,0,otoño,Minestrone,76,Pasta carbonara,81,Arroz con leche,11,True,14.0
411,4,2025-10-07,Martes,1,otoño,Bruschetta de tomate,77,Lasaña boloñesa,82,Flan casero,12,True,14.0
412,4,2025-10-08,Miércoles,2,otoño,Ensalada caprese,78,Scaloppine al limón,83,Tarta de manzana,13,True,14.0
413,4,2025-10-09,Jueves,3,otoño,Crema de calabacín,79,Pizza margarita,84,Natillas,14,True,14.0
414,4,2025-10-10,Viernes,4,otoño,Antipasto variado,80,Ravioli de ricotta,85,Coulant de chocolate,15,True,14.0
415,4,2025-10-13,Lunes,0,otoño,Minestrone,76,Pasta carbonara,81,Arroz con leche,11,True,14.0
416,4,2025-10-14,Martes,1,otoño,Bruschetta de tomate,77,Lasaña boloñesa,82,Flan casero,12,True,14.0
417,4,2025-10-15,Miércoles,2,otoño,Ensalada caprese,78,Scaloppine al limón,83,Tarta de manzana,13,True,14.0
418,4,2025-10-16,Jueves,3,otoño,Crema de calabacín,79,Pizza margarita,84,Natillas,14,True,14.0
419,4,2025-10-17,Viernes,4,otoño,Antipasto variado,80,Ravioli de ricotta,85,Coulant de chocolate,15,True,14.0
420,4,2025-10-20,Lunes,0,otoño,Minestrone,76,Pasta carbonara,81,Arroz con leche,11,True,14.0
421,4,2025-10-21,Martes,1,otoño,Bruschetta de tomate,77,Lasaña boloñesa,82,Flan casero,12,True,14.0
422,4,2025-10-22,Miércoles,2,otoño,Ensalada caprese,78,Scaloppine al limón,83,Tarta de manzana,13,True,14.0
423,4,2025-10-23,Jueves,3,otoño,Crema de calabacín,79,Pizza margarita,84,Natillas,14,True,14.0
424,4,2025-10-24,Viernes,4,otoño,Antipasto variado,80,Ravioli de ricotta,85,Coulant de chocolate,15,True,14.0
425,4,2025-10-27,Lunes,0,otoño,Minestrone,76,Pasta carbonara,81,Arroz con leche,11,True,14.0
426,4,2025-10-28,Martes,1,otoño,Bruschetta de tomate,77,Lasaña boloñesa,82,Flan casero,12,True,14.0
427,4,2025-10-29,Miércoles,2,otoño,Ensalada caprese,78,Scaloppine al limón,83,Tarta de manzana,13,True,14.0
428,4,2025-10-30,Jueves,3,otoño,Crema de calabacín,79,Pizza margarita,84,Natillas,14,True,14.0
429,4,2025-10-31,Viernes,4,otoño,Antipasto variado,80,Ravioli de ricotta,85,Coulant de chocolate,15,True,14.0
430,4,2025-11-03,Lunes,0,otoño,Minestrone,76,Pasta carbonara,81,Arroz con leche,11,True,14.0
431,4,2025-11-04,Martes,1,otoño,Bruschetta de tomate,77,Lasaña boloñesa,82,Flan casero,12,True,14.0
432,4,2025-11-05,Miércoles,2,otoño,Ensalada caprese,78,Scaloppine al limón,83,Tarta de manzana,13,True,14.0
433,4,2025-11-06,Jueves,3,otoño,Crema de calabacín,79,Pizza margarita,84,Natillas,14,True,14.0
434,4,2025-11-07,Viernes,4,otoño,Antipasto variado,80,Ravioli de ricotta,85,Coulant de chocolate,15,True,14.0
435,4,2025-11-10,Lunes,0,otoño,Minestrone,76,Pasta carbonara,81,Arroz con leche,11,True,14.0
436,4,2025-11-11,Martes,1,otoño,Bruschetta de tomate,77,Lasaña boloñesa,82,Flan casero,12,True,14.0
437,4,2025-11-12,Miércoles,2,otoño,Ensalada caprese,78,Scaloppine al limón,83,Tarta de manzana,13,True,14.0
438,4,2025-11-13,Jueves,3,otoño,Crema de calabacín,79,Pizza margarita,84,Natillas,14,True,14.0
439,4,2025-11-14,Viernes,4,otoño,Antipasto variado,80,Ravioli de ricotta,85,Coulant de chocolate,15,True,14.0
440,4,2025-11-17,Lunes,0,otoño,Minestrone,76,Pasta carbonara,81,Arroz con leche,11,True,14.0
441,4,2025-11-18,Martes,1,otoño,Bruschetta de tomate,77,Lasaña boloñesa,82,Flan casero,12,True,14.0
442,4,2025-11-19,Miércoles,2,otoño,Ensalada caprese,78,Scaloppine al limón,83,Tarta de manzana,13,True,14.0
443,4,2025-11-20,Jueves,3,otoño,Crema de calabacín,79,Pizza margarita,84,Natillas,14,True,14.0
444,4,2025-11-21,Viernes,4,otoño,Antipasto variado,80,Ravioli de ricotta,85,Coulant de chocolate,15,True,14.0
445,4,2025-11-24,Lunes,0,otoño,Minestrone,76,Pasta carbonara,81,Arroz con leche,11,True,14.0
446,4,2025-11-25,Martes,1,otoño,Bruschetta de tomate,77,Lasaña boloñesa,82,Flan casero,12,True,14.0
447,4,2025-11-26,Miércoles,2,otoño,Ensalada caprese,78,Scaloppine al limón,83,Tarta de manzana,13,True,14.0
448,4,2025-11-27,Jueves,3,otoño,Crema de calabacín,79,Pizza margarita,84,Natillas,14,True,14.0
449,4,2025-11-28,Viernes,4,otoño,Antipasto variado,80,Ravioli de ricotta,85,Coulant de chocolate,15,True,14.0
450,4,2025-12-01,Lunes,0,invierno,Risotto de setas,86,Ossobuco alla milanese,91,Torrijas,26,True,14.0
451,4,2025-12-02,Martes,1,invierno,Sopa toscana,87,Pasta al ragú,92,Tarta de queso,27,True,14.0
452,4,2025-12-03,Miércoles,2,invierno,Carpaccio de ternera,88,Saltimbocca romana,93,Crema catalana,28,True,14.0
453,4,2025-12-04,Jueves,3,invierno,Crema de parmesano,89,Pizza quattro formaggi,94,Brownie con helado,29,True,14.0
454,4,2025-12-05,Viernes,4,invierno,Bruschetta de champiñones,90,Ñoquis al pesto,95,Leche frita,30,True,14.0
455,4,2025-12-09,Martes,1,invierno,Sopa toscana,87,Pasta al ragú,92,Tarta de queso,27,True,14.0
456,4,2025-12-10,Miércoles,2,invierno,Carpaccio de ternera,88,Saltimbocca romana,93,Crema catalana,28,True,14.0
457,4,2025-12-11,Jueves,3,invierno,Crema de parmesano,89,Pizza quattro formaggi,94,Brownie con helado,29,True,14.0
458,4,2025-12-12,Viernes,4,invierno,Bruschetta de champiñones,90,Ñoquis al pesto,95,Leche frita,30,True,14.0
459,4,2025-12-15,Lunes,0,invierno,Risotto de setas,86,Ossobuco alla milanese,91,Torrijas,26,True,14.0
460,4,2025-12-16,Martes,1,invierno,Sopa toscana,87,Pasta al ragú,92,Tarta de queso,27,True,14.0
461,4,2025-12-17,Miércoles,2,invierno,Carpaccio de ternera,88,Saltimbocca romana,93,Crema catalana,28,True,14.0
