valoracion_id,usuario_id,restaurante_id,menu_id,plato_id,plato_nombre,categoria,puntuacion,fecha,comentario
402,461,5,549,112,Pad thai,segundo,3.6,2025-10-21,
403,265,5,549,107,Rollitos de primavera,primero,3.1,2025-10-21,
404,265,5,549,12,Flan casero,postre,3.2,2025-10-21,
405,232,5,549,107,Rollitos de primavera,primero,3.3,2025-10-21,
406,232,5,549,112,Pad thai,segundo,3.6,2025-10-21,
407,232,5,549,12,Flan casero,postre,4.0,2025-10-21,El mejor de la zona
408,116,9,1048,228,Ensalada de mariscos,primero,4.6,2025-10-02,
409,116,9,1048,231,Gambas a la plancha,segundo,2.7,2025-10-02,
410,116,9,1048,14,Natillas,postre,5.0,2025-10-02,
411,33,1,33,3,Crema de calabaza,primero,3.9,2025-10-15,
412,33,1,33,8,Albóndigas en salsa,segundo,5.0,2025-10-15,
413,33,1,33,13,Tarta de manzana,postre,4.1,2025-10-15,Buenísimo
414,11,1,77,18,Lentejas con verduras,primero,4.3,2025-12-17,
415,11,1,77,28,Crema catalana,postre,3.3,2025-12-17,
416,302,1,77,18,Lentejas con verduras,primero,5.0,2025-12-17,
417,302,1,77,23,Estofado de ternera,segundo,4.6,2025-12-17,
418,302,1,77,28,Crema catalana,postre,3.9,2025-12-17,
419,284,1,77,18,Lentejas con verduras,primero,3.7,2025-12-17,
420,284,1,77,23,Estofado de ternera,segundo,5.0,2025-12-17,
421,118,1,77,23,Estofado de ternera,segundo,4.4,2025-12-17,
422,118,1,77,28,Crema catalana,postre,4.0,2025-12-17,
423,113,1,77,18,Lentejas con verduras,primero,3.2,2025-12-17,
424,113,1,77,23,Estofado de ternera,segundo,4.2,2025-12-17,
425,4,3,340,16,Cocido madrileño,primero,4.6,2025-12-29,
426,4,3,340,21,Rabo de toro,segundo,2.5,2025-12-29,Mejorable
427,37,3,340,16,Cocido madrileño,primero,4.5,2025-12-29,
428,37,3,340,21,Rabo de toro,segundo,4.9,2025-12-29,
429,324,6,757,146,Sopa de marisco,primero,3.0,2026-02-16,
430,324,6,757,151,Arroz caldoso de bogavante,segundo,3.7,2026-02-16,
431,31,4,479,29,Brownie con helado,postre,4.1,2026-01-15,Excelente
432,118,4,479,94,Pizza quattro formaggi,segundo,5.0,2026-01-15,
433,118,4,479,29,Brownie con helado,postre,3.8,2026-01-15,
434,17,8,913,196,Ensalada de quinoa,primero,4.5,2025-09-23,
435,17,8,913,201,Lasaña de verduras,segundo,5.0,2025-09-23,
436,441,8,913,196,Ensalada de quinoa,primero,5.0,2025-09-23,
437,441,8,913,201,Lasaña de verduras,segundo,4.2,2025-09-23,
438,441,8,913,12,Flan casero,postre,3.9,2025-09-23,
439,170,8,1007,30,Leche frita,postre,4.3,2026-02-06,
440,37,8,1007,209,Crema de coliflor,primero,3.9,2026-02-06,
441,37,8,1007,214,Pasta integral con verduras,segundo,4.0,2026-02-06,
442,37,8,1007,30,Leche frita,postre,4.9,2026-02-06,El mejor de la zona
443,143,9,1070,225,Salpicón de marisco,primero,4.1,2025-11-03,
444,343,2,221,57,Ensalada César,primero,4.0,2026-01-13,
445,343,2,221,27,Tarta de queso,postre,3.5,2026-01-13,
446,249,2,221,57,Ensalada César,primero,2.8,2026-01-13,
447,249,2,221,62,Lubina a la sal,segundo,3.4,2026-01-13,
448,110,2,221,62,Lubina a la sal,segundo,3.8,2026-01-13,
449,277,3,307,6,Pollo asado con patatas,segundo,5.0,2025-11-10,
450,277,3,307,11,Arroz con leche,postre,5.0,2025-11-10,
451,68,7,829,166,Sopa castellana de setas,primero,3.4,2025-11-24,
452,68,7,829,170,Chuletón de ternera,segundo,4.0,2025-11-24,
453,68,7,829,11,Arroz con leche,postre,3.1,2025-11-24,
454,371,7,829,170,Chuletón de ternera,segundo,4.8,2025-11-24,
455,479,7,829,166,Sopa castellana de setas,primero,4.2,2025-11-24,
456,479,7,829,170,Chuletón de ternera,segundo,3.4,2025-11-24,
457,479,7,829,11,Arroz con leche,postre,4.1,2025-11-24,
458,452,7,829,170,Chuletón de ternera,segundo,3.3,2025-11-24,
459,452,7,829,11,Arroz con leche,postre,4.6,2025-11-24,
460,293,7,894,179,Revuelto de morcilla,primero,3.3,2026-02-27,
461,293,7,894,184,Codillo asado,segundo,4.5,2026-02-27,
462,293,7,894,30,Leche frita,postre,5.0,2026-02-27,El mejor de la zona
463,296,7,894,179,Revuelto de morcilla,primero,2.7,2026-02-27,
464,296,7,894,184,Codillo asado,segundo,4.2,2026-02-27,
465,296,7,894,30,Leche frita,postre,4.4,2026-02-27,
466,402,4,468,91,Ossobuco alla milanese,segundo,5.0,2025-12-29,
467,243,4,468,91,Ossobuco alla milanese,segundo,5.0,2025-12-29,
468,243,4,468,26,Torrijas,postre,3.9,2025-12-29,
469,414,4,468,86,Risotto de setas,primero,5.0,2025-12-29,Como casero
470,414,4,468,91,Ossobuco alla milanese,segundo,3.0,2025-12-29,
471,98,10,1268,266,Flautas de pollo,primero,1.4,2026-02-13,
472,98,10,1268,271,Chilaquiles rojos,segundo,3.6,2026-02-13,
473,49,10,1268,266,Flautas de pollo,primero,3.5,2026-02-13,
474,50,7,886,181,Chuletón de buey,segundo,3.9,2026-02-17,
475,50,7,886,27,Tarta de queso,postre,3.9,2026-02-17,
476,338,7,886,176,Croquetas caseras,primero,2.4,2026-02-17,Algo soso
477,338,7,886,27,Tarta de queso,postre,4.7,2026-02-17,
478,221,7,886,181,Chuletón de buey,segundo,3.1,2026-02-17,
479,221,7,886,27,Tarta de queso,postre,4.1,2026-02-17,
480,217,9,1120,241,Chipirones encebollados,segundo,4.7,2026-01-16,
481,217,9,1120,30,Leche frita,postre,5.0,2026-01-16,
482,211,9,1120,236,Vieiras gratinadas,primero,2.9,2026-01-16,
483,211,9,1120,241,Chipirones encebollados,segundo,4.2,2026-01-16,
484,240,9,1120,241,Chipirones encebollados,segundo,4.1,2026-01-16,
485,240,9,1120,30,Leche frita,postre,3.8,2026-01-16,
486,443,9,1120,236,Vieiras gratinadas,primero,5.0,2026-01-16,
487,443,9,1120,241,Chipirones encebollados,segundo,4.4,2026-01-16,
488,443,9,1120,30,Leche frita,postre,4.5,2026-01-16,
489,28,2,219,60,Crema de champiñones,primero,3.4,2026-01-09,
490,28,2,219,30,Leche frita,postre,2.2,2026-01-09,Mejorable
491,335,1,102,26,Torrijas,postre,4.1,2026-01-26,Buenísimo
492,331,1,102,26,Torrijas,postre,4.3,2026-01-26,
493,51,1,102,26,Torrijas,postre,4.4,2026-01-26,
494,32,1,102,16,Cocido madrileño,primero,5.0,2026-01-26,
495,32,1,102,21,Rabo de toro,segundo,4.1,2026-01-26,
496,207,1,102,21,Rabo de toro,segundo,2.4,2026-01-26,Regular
497,99,5,543,111,Pollo teriyaki,segundo,4.1,2025-10-13,
498,98,5,543,106,Sopa de miso,primero,3.8,2025-10-13,
499,275,5,543,106,Sopa de miso,primero,3.7,2025-10-13,
500,275,5,543,11,Arroz con leche,postre,4.8,2025-10-13,
501,230,5,590,124,Bibimbap,segundo,3.7,2025-12-18,
502,230,5,590,29,Brownie con helado,postre,4.1,2025-12-18,
503,72,5,590,124,Bibimbap,segundo,3.1,2025-12-18,
504,217,5,559,107,Rollitos de primavera,primero,3.6,2025-11-04,
505,217,5,559,112,Pad thai,segundo,3.6,2025-11-04,
506,94,5,559,112,Pad thai,segundo,3.6,2025-11-04,
507,143,2,209,57,Ensalada César,primero,3.6,2025-12-23,
508,143,2,209,62,Lubina a la sal,segundo,2.6,2025-12-23,
509,143,2,209,27,Tarta de queso,postre,3.3,2025-12-23,
510,128,2,209,57,Ensalada César,primero,2.5,2025-12-23,
511,128,2,209,27,Tarta de queso,postre,3.3,2025-12-23,
512,448,1,59,14,Natillas,postre,4.0,2025-11-20,
513,473,4,421,82,Lasaña boloñesa,segundo,5.0,2025-10-21,
514,473,4,421,12,Flan casero,postre,4.5,2025-10-21,
515,39,8,910,198,Sopa de lentejas rojas,primero,2.5,2025-09-18,
516,39,8,910,203,Tofu salteado,segundo,4.5,2025-09-18,
517,39,8,910,14,Natillas,postre,3.6,2025-09-18,
518,227,8,910,203,Tofu salteado,segundo,4.1,2025-09-18,
519,227,8,910,14,Natillas,postre,5.0,2025-09-18,
520,414,8,910,198,Sopa de lentejas rojas,primero,5.0,2025-09-18,
521,442,8,910,198,Sopa de lentejas rojas,primero,3.3,2025-09-18,
522,442,8,910,203,Tofu salteado,segundo,3.8,2025-09-18,
523,442,8,910,14,Natillas,postre,3.2,2025-09-18,
524,439,9,1113,234,Pulpo a la gallega,primero,4.0,2026-01-07,
525,439,9,1113,239,Rodaballo al horno,segundo,3.7,2026-01-07,
526,439,9,1113,28,Crema catalana,postre,5.0,2026-01-07,
527,282,9,1113,239,Rodaballo al horno,segundo,5.0,2026-01-07,
528,282,9,1113,28,Crema catalana,postre,5.0,2026-01-07,
529,51,9,1113,234,Pulpo a la gallega,primero,3.2,2026-01-07,
530,51,9,1113,239,Rodaballo al horno,segundo,4.0,2026-01-07,
531,51,9,1113,28,Crema catalana,postre,4.9,2026-01-07,
532,26,10,1250,263,Queso fundido con chorizo,primero,2.6,2026-01-20,
533,26,10,1250,268,Mole poblano,segundo,3.7,2026-01-20,
534,26,10,1250,27,Tarta de queso,postre,2.6,2026-01-20,
535,334,10,1250,27,Tarta de queso,postre,3.0,2026-01-20,
536,277,10,1250,27,Tarta de queso,postre,3.3,2026-01-20,
537,8,5,600,116,Ramen de cerdo,primero,3.5,2026-01-05,
538,8,5,600,26,Torrijas,postre,3.1,2026-01-05,
539,497,4,486,26,Torrijas,postre,5.0,2026-01-26,
540,48,4,486,86,Risotto de setas,primero,4.7,2026-01-26,
541,48,4,486,91,Ossobuco alla milanese,segundo,5.0,2026-01-26,El mejor de la zona
542,48,4,486,26,Torrijas,postre,5.0,2026-01-26,Repetiría sin duda
543,475,4,486,86,Risotto de setas,primero,3.9,2026-01-26,
544,475,4,486,91,Ossobuco alla milanese,segundo,4.9,2026-01-26,
545,386,4,486,86,Risotto de setas,primero,4.2,2026-01-26,
546,386,4,486,91,Ossobuco alla milanese,segundo,5.0,2026-01-26,
547,386,4,486,26,Torrijas,postre,4.5,2026-01-26,
548,209,5,515,113,Cerdo agridulce,segundo,4.2,2025-09-03,
549,249,4,452,93,Saltimbocca romana,segundo,4.1,2025-12-03,
550,249,4,452,28,Crema catalana,postre,4.6,2025-12-03,
551,247,4,452,93,Saltimbocca romana,segundo,4.1,2025-12-03,
552,247,4,452,28,Crema catalana,postre,3.7,2025-12-03,
553,110,1,50,10,Callos a la madrileña,segundo,4.6,2025-11-07,Muy bueno
554,206,1,50,10,Callos a la madrileña,segundo,4.7,2025-11-07,
555,85,8,1011,208,Falafel casero,primero,4.4,2026-02-12,
556,85,8,1011,213,Guiso de judías,segundo,5.0,2026-02-12,
557,85,8,1011,29,Brownie con helado,postre,4.4,2026-02-12,
558,195,10,1225,265,Nachos gratinados,primero,2.4,2025-12-11,
559,195,10,1225,29,Brownie con helado,postre,2.4,2025-12-11,
560,2,10,1225,270,Enchiladas verdes,segundo,4.6,2025-12-11,
561,2,10,1225,29,Brownie con helado,postre,4.5,2025-12-11,
562,200,10,1225,265,Nachos gratinados,primero,3.7,2025-12-11,
563,200,10,1225,270,Enchiladas verdes,segundo,2.7,2025-12-11,
564,136,10,1225,270,Enchiladas verdes,segundo,3.2,2025-12-11,
565,136,10,1225,29,Brownie con helado,postre,2.7,2025-12-11,
566,475,4,439,85,Ravioli de ricotta,segundo,4.6,2025-11-14,Espectacular
567,475,4,439,15,Coulant de chocolate,postre,3.5,2025-11-14,
568,147,1,87,20,Potaje de garbanzos,primero,4.0,2026-01-02,Como casero
569,147,1,87,25,Chuletillas de cordero,segundo,4.1,2026-01-02,
570,147,1,87,30,Leche frita,postre,4.2,2026-01-02,
571,357,3,310,9,Lomo a la plancha,segundo,3.5,2025-11-13,
572,357,3,310,14,Natillas,postre,4.0,2025-11-13,
573,491,3,310,4,Judías con chorizo,primero,4.1,2025-11-13,
574,491,3,310,9,Lomo a la plancha,segundo,4.6,2025-11-13,
575,375,3,310,4,Judías con chorizo,primero,3.9,2025-11-13,
576,375,3,310,14,Natillas,postre,4.9,2025-11-13,
577,402,3,310,4,Judías con chorizo,primero,3.3,2025-11-13,
578,402,3,310,9,Lomo a la plancha,segundo,3.3,2025-11-13,
579,285,4,416,82,Lasaña boloñesa,segundo,5.0,2025-10-14,Espectacular
580,285,4,416,12,Flan casero,postre,5.0,2025-10-14,
581,339,4,416,82,Lasaña boloñesa,segundo,3.0,2025-10-14,
582,80,7,835,176,Croquetas caseras,primero,3.2,2025-12-02,
583,80,7,835,181,Chuletón de buey,segundo,3.3,2025-12-02,
584,80,7,835,27,Tarta de queso,postre,5.0,2025-12-02,
585,98,7,835,27,Tarta de queso,postre,3.4,2025-12-02,
586,152,7,835,176,Croquetas caseras,primero,4.4,2025-12-02,
587,152,7,835,181,Chuletón de buey,segundo,5.0,2025-12-02,
588,152,7,835,27,Tarta de queso,postre,4.6,2025-12-02,
589,112,7,835,27,Tarta de queso,postre,5.0,2025-12-02,
590,496,7,835,181,Chuletón de buey,segundo,3.8,2025-12-02,
591,496,7,835,27,Tarta de queso,postre,2.8,2025-12-02,
592,30,4,491,91,Ossobuco alla milanese,segundo,4.7,2026-02-02,
593,297,4,491,86,Risotto de setas,primero,3.9,2026-02-02,
594,297,4,491,91,Ossobuco alla milanese,segundo,4.5,2026-02-02,
595,377,4,491,86,Risotto de setas,primero,4.9,2026-02-02,
596,377,4,491,91,Ossobuco alla milanese,segundo,3.5,2026-02-02,
597,377,4,491,26,Torrijas,postre,3.8,2026-02-02,
598,278,4,491,91,Ossobuco alla milanese,segundo,3.4,2026-02-02,
599,32,4,491,91,Ossobuco alla milanese,segundo,3.9,2026-02-02,
600,383,3,329,19,Fabada asturiana,primero,3.6,2025-12-11,
601,383,3,329,24,Secreto ibérico,segundo,3.2,2025-12-11,
602,383,3,329,29,Brownie con helado,postre,3.2,2025-12-11,
603,161,3,266,5,Puchero madrileño,primero,5.0,2025-09-12,
604,161,3,266,10,Callos a la madrileña,segundo,5.0,2025-09-12,
605,30,3,266,5,Puchero madrileño,primero,4.3,2025-09-12,
606,30,3,266,10,Callos a la madrileña,segundo,5.0,2025-09-12,
607,26,7,827,173,Entrecot a la brasa,segundo,3.7,2025-11-20,
608,300,6,674,139,Pimientos del piquillo rellenos,primero,2.9,2025-10-16,
609,300,6,674,14,Natillas,postre,3.1,2025-10-16,
610,245,5,550,108,Gyozas de cerdo,primero,2.8,2025-10-22,
611,245,5,550,13,Tarta de manzana,postre,3.9,2025-10-22,
612,258,5,550,108,Gyozas de cerdo,primero,3.2,2025-10-22,
613,258,5,550,113,Cerdo agridulce,segundo,2.8,2025-10-22,
614,258,5,550,13,Tarta de manzana,postre,3.1,2025-10-22,
615,471,5,550,108,Gyozas de cerdo,primero,3.7,2025-10-22,
616,471,5,550,13,Tarta de manzana,postre,3.4,2025-10-22,
617,437,7,852,180,Lechazo asado,segundo,3.0,2025-12-29,
618,272,7,852,180,Lechazo asado,segundo,2.2,2025-12-29,
619,81,7,842,179,Revuelto de morcilla,primero,3.7,2025-12-12,
620,81,7,842,184,Codillo asado,segundo,3.3,2025-12-12,
621,81,7,842,30,Leche frita,postre,3.0,2025-12-12,
622,30,7,842,179,Revuelto de morcilla,primero,3.5,2025-12-12,
623,30,7,842,184,Codillo asado,segundo,3.7,2025-12-12,
624,30,7,842,30,Leche frita,postre,3.5,2025-12-12,
625,492,7,842,179,Revuelto de morcilla,primero,3.6,2025-12-12,
626,492,7,842,30,Leche frita,postre,3.1,2025-12-12,
627,261,7,842,179,Revuelto de morcilla,primero,3.2,2025-12-12,
628,261,7,842,184,Codillo asado,segundo,3.4,2025-12-12,
629,261,7,842,30,Leche frita,postre,4.5,2025-12-12,
630,42,9,1086,142,Paella de marisco,segundo,4.6,2025-11-25,
631,42,9,1086,12,Flan casero,postre,4.1,2025-11-25,
632,436,9,1086,226,Gambas al ajillo,primero,3.8,2025-11-25,
633,436,9,1086,142,Paella de marisco,segundo,5.0,2025-11-25,
634,436,9,1086,12,Flan casero,postre,5.0,2025-11-25,Repetiría sin duda
635,36,7,803,169,Patatas revolconas,primero,2.3,2025-10-17,
636,36,7,803,174,Chuletas de cordero,segundo,3.8,2025-10-17,
637,305,7,803,169,Patatas revolconas,primero,2.5,2025-10-17,
638,305,7,803,174,Chuletas de cordero,segundo,3.5,2025-10-17,
639,35,7,803,169,Patatas revolconas,primero,4.5,2025-10-17,
640,35,7,803,174,Chuletas de cordero,segundo,3.5,2025-10-17,
641,346,7,803,169,Patatas revolconas,primero,4.2,2025-10-17,
642,442,7,788,169,Patatas revolconas,primero,4.2,2025-09-26,
643,121,7,788,169,Patatas revolconas,primero,3.5,2025-09-26,
644,121,7,788,174,Chuletas de cordero,segundo,3.4,2025-09-26,
645,121,7,788,15,Coulant de chocolate,postre,3.9,2025-09-26,
646,207,7,788,169,Patatas revolconas,primero,3.3,2025-09-26,
647,207,7,788,15,Coulant de chocolate,postre,3.4,2025-09-26,
648,62,7,788,169,Patatas revolconas,primero,3.1,2025-09-26,
649,62,7,788,174,Chuletas de cordero,segundo,4.3,2025-09-26,
650,483,7,788,169,Patatas revolconas,primero,3.4,2025-09-26,
651,483,7,788,174,Chuletas de cordero,segundo,2.8,2025-09-26,
652,483,7,788,15,Coulant de chocolate,postre,4.9,2025-09-26,
653,456,3,309,13,Tarta de manzana,postre,4.9,2025-11-12,
654,292,5,584,118,Wonton soup,primero,4.6,2025-12-10,Muy bueno
655,292,5,584,123,Pato pekinés,segundo,3.1,2025-12-10,
656,292,5,584,28,Crema catalana,postre,4.1,2025-12-10,
657,127,5,584,118,Wonton soup,primero,4.1,2025-12-10,Excelente
658,297,5,584,123,Pato pekinés,segundo,3.7,2025-12-10,
659,305,5,584,123,Pato pekinés,segundo,3.1,2025-12-10,
660,305,5,584,28,Crema catalana,postre,4.4,2025-12-10,
661,215,6,679,139,Pimientos del piquillo rellenos,primero,2.2,2025-10-23,
662,337,6,679,139,Pimientos del piquillo rellenos,primero,4.2,2025-10-23,
663,337,6,679,144,Arroz negro,segundo,3.3,2025-10-23,
664,337,6,679,14,Natillas,postre,2.2,2025-10-23,
665,299,7,846,178,Ensalada de escarola,primero,5.0,2025-12-18,
666,299,7,846,29,Brownie con helado,postre,3.7,2025-12-18,
667,290,7,846,178,Ensalada de escarola,primero,2.4,2025-12-18,
668,290,7,846,183,Solomillo al whisky,segundo,3.5,2025-12-18,
669,290,7,846,29,Brownie con helado,postre,3.6,2025-12-18,
670,268,3,287,11,Arroz con leche,postre,4.1,2025-10-13,
671,162,3,287,1,Sopa castellana,primero,5.0,2025-10-13,
672,162,3,287,6,Pollo asado con patatas,segundo,4.7,2025-10-13,
673,479,3,352,20,Potaje de garbanzos,primero,5.0,2026-01-16,
674,479,3,352,25,Chuletillas de cordero,segundo,4.2,2026-01-16,
675,479,3,352,30,Leche frita,postre,4.7,2026-01-16,
676,134,3,352,30,Leche frita,postre,3.4,2026-01-16,
677,105,3,352,20,Potaje de garbanzos,primero,4.9,2026-01-16,
678,105,3,352,25,Chuletillas de cordero,segundo,3.9,2026-01-16,
679,343,5,523,106,Sopa de miso,primero,4.4,2025-09-15,
680,343,5,523,111,Pollo teriyaki,segundo,3.8,2025-09-15,
681,343,5,523,11,Arroz con leche,postre,3.7,2025-09-15,
682,161,3,304,8,Albóndigas en salsa,segundo,3.9,2025-11-05,
683,161,3,304,13,Tarta de manzana,postre,3.6,2025-11-05,
684,123,5,598,118,Wonton soup,primero,4.1,2025-12-31,
685,123,5,598,123,Pato pekinés,segundo,4.1,2025-12-31,
686,136,5,598,118,Wonton soup,primero,4.2,2025-12-31,
687,136,5,598,123,Pato pekinés,segundo,3.0,2025-12-31,
688,136,5,598,28,Crema catalana,postre,4.6,2025-12-31,
689,203,8,1001,208,Falafel casero,primero,4.9,2026-01-29,
690,203,8,1001,213,Guiso de judías,segundo,4.8,2026-01-29,
691,68,8,1001,213,Guiso de judías,segundo,2.6,2026-01-29,
692,68,8,1001,29,Brownie con helado,postre,3.8,2026-01-29,
693,344,8,1001,29,Brownie con helado,postre,4.3,2026-01-29,Espectacular
694,331,8,1001,213,Guiso de judías,segundo,4.3,2026-01-29,Buenísimo
695,331,8,1001,29,Brownie con helado,postre,4.3,2026-01-29,
696,154,8,1001,208,Falafel casero,primero,4.7,2026-01-29,
697,154,8,1001,213,Guiso de judías,segundo,5.0,2026-01-29,
698,154,8,1001,29,Brownie con helado,postre,4.6,2026-01-29,
699,480,8,1016,208,Falafel casero,primero,4.9,2026-02-19,
700,480,8,1016,29,Brownie con helado,postre,4.6,2026-02-19,Muy bueno
701,38,8,1016,213,Guiso de judías,segundo,3.8,2026-02-19,
702,38,8,1016,29,Brownie con helado,postre,3.5,2026-02-19,
703,235,2,156,48,Hummus con crudités,primero,4.4,2025-10-08,
704,235,2,156,53,Brochetas de ternera,segundo,3.2,2025-10-08,
705,289,1,32,2,Lentejas estofadas,primero,4.0,2025-10-14,
706,289,1,32,12,Flan casero,postre,5.0,2025-10-14,
707,52,1,32,2,Lentejas estofadas,primero,3.4,2025-10-14,
708,38,1,32,7,Merluza en salsa verde,segundo,4.2,2025-10-14,
709,38,1,32,12,Flan casero,postre,3.0,2025-10-14,
710,276,10,1274,262,Pozole rojo,primero,3.5,2026-02-23,
711,276,10,1274,267,Tamales de cerdo,segundo,3.4,2026-02-23,
712,276,10,1274,26,Torrijas,postre,2.6,2026-02-23,
713,110,4,414,80,Antipasto variado,primero,4.5,2025-10-10,
714,110,4,414,85,Ravioli de ricotta,segundo,4.6,2025-10-10,
715,110,4,414,15,Coulant de chocolate,postre,4.9,2025-10-10,
716,260,4,414,80,Antipasto variado,primero,5.0,2025-10-10,
717,260,4,414,85,Ravioli de ricotta,segundo,3.0,2025-10-10,
718,136,4,414,15,Coulant de chocolate,postre,5.0,2025-10-10,Buenísimo
719,68,4,414,80,Antipasto variado,primero,3.6,2025-10-10,
720,68,4,414,85,Ravioli de ricotta,segundo,5.0,2025-10-10,
721,68,4,414,15,Coulant de chocolate,postre,4.4,2025-10-10,
722,452,10,1222,266,Flautas de pollo,primero,3.3,2025-12-05,
723,452,10,1222,271,Chilaquiles rojos,segundo,2.5,2025-12-05,
724,452,10,1222,30,Leche frita,postre,3.2,2025-12-05,
725,36,10,1222,266,Flautas de pollo,primero,3.5,2025-12-05,
726,36,10,1222,271,Chilaquiles rojos,segundo,4.0,2025-12-05,
727,451,1,71,17,Sopa de ajo,primero,4.2,2025-12-09,
728,451,1,71,22,Bacalao al pil pil,segundo,4.9,2025-12-09,
729,126,1,71,17,Sopa de ajo,primero,3.5,2025-12-09,
730,126,1,71,22,Bacalao al pil pil,segundo,3.7,2025-12-09,
731,126,1,71,27,Tarta de queso,postre,5.0,2025-12-09,
732,190,1,71,17,Sopa de ajo,primero,5.0,2025-12-09,
733,146,1,71,22,Bacalao al pil pil,segundo,4.1,2025-12-09,Espectacular
734,81,1,71,17,Sopa de ajo,primero,3.3,2025-12-09,
735,81,1,71,27,Tarta de queso,postre,4.4,2025-12-09,
736,427,3,262,1,Sopa castellana,primero,3.8,2025-09-08,
737,427,3,262,11,Arroz con leche,postre,3.9,2025-09-08,
738,279,3,262,6,Pollo asado con patatas,segundo,2.6,2025-09-08,
739,279,3,262,11,Arroz con leche,postre,4.2,2025-09-08,
740,361,7,807,168,Ensalada templada,primero,2.6,2025-10-23,
741,361,7,807,173,Entrecot a la brasa,segundo,4.1,2025-10-23,
742,155,7,807,168,Ensalada templada,primero,2.3,2025-10-23,
743,155,7,807,173,Entrecot a la brasa,segundo,3.8,2025-10-23,
744,414,7,807,168,Ensalada templada,primero,3.6,2025-10-23,
745,335,7,807,168,Ensalada templada,primero,3.2,2025-10-23,
746,335,7,807,173,Entrecot a la brasa,segundo,5.0,2025-10-23,
747,335,7,807,14,Natillas,postre,5.0,2025-10-23,
748,271,2,248,59,Falafel con ensalada,primero,3.4,2026-02-19,
749,271,2,248,29,Brownie con helado,postre,3.6,2026-02-19,
750,5,2,248,59,Falafel con ensalada,primero,4.5,2026-02-19,
751,5,2,248,64,Tajín de pollo,segundo,2.5,2026-02-19,
752,5,2,248,29,Brownie con helado,postre,3.8,2026-02-19,
753,342,4,454,90,Bruschetta de champiñones,primero,4.0,2025-12-05,
754,342,4,454,30,Leche frita,postre,5.0,2025-12-05,
755,419,4,454,90,Bruschetta de champiñones,primero,2.2,2025-12-05,
756,419,4,454,95,Ñoquis al pesto,segundo,4.3,2025-12-05,
757,419,4,454,30,Leche frita,postre,4.1,2025-12-05,
758,284,4,454,30,Leche frita,postre,5.0,2025-12-05,
759,154,9,1084,140,Sopa de pescado,primero,3.3,2025-11-21,
760,154,9,1084,232,Rape alangostado,segundo,4.0,2025-11-21,
761,154,9,1084,15,Coulant de chocolate,postre,5.0,2025-11-21,
762,478,9,1084,232,Rape alangostado,segundo,4.0,2025-11-21,
763,478,9,1084,15,Coulant de chocolate,postre,4.5,2025-11-21,
764,54,9,1084,232,Rape alangostado,segundo,3.9,2025-11-21,
765,450,4,448,79,Crema de calabacín,primero,4.7,2025-11-27,
766,450,4,448,84,Pizza margarita,segundo,3.8,2025-11-27,
767,69,5,591,120,Sopa pho,primero,4.3,2025-12-19,
768,69,5,591,125,Noodles con ternera,segundo,4.1,2025-12-19,
769,69,5,591,30,Leche frita,postre,3.6,2025-12-19,
770,136,5,591,120,Sopa pho,primero,4.4,2025-12-19,
771,136,5,591,125,Noodles con ternera,segundo,3.2,2025-12-19,
772,136,5,591,30,Leche frita,postre,4.2,2025-12-19,
773,60,5,591,120,Sopa pho,primero,3.9,2025-12-19,
774,60,5,591,125,Noodles con ternera,segundo,3.2,2025-12-19,
775,60,5,591,30,Leche frita,postre,3.5,2025-12-19,
776,456,5,591,120,Sopa pho,primero,3.3,2025-12-19,
777,456,5,591,125,Noodles con ternera,segundo,4.4,2025-12-19,
778,55,5,591,125,Noodles con ternera,segundo,4.4,2025-12-19,
779,55,5,591,30,Leche frita,postre,3.3,2025-12-19,
780,381,4,391,12,Flan casero,postre,3.1,2025-09-09,
781,284,4,391,77,Bruschetta de tomate,primero,4.5,2025-09-09,
782,284,4,391,82,Lasaña boloñesa,segundo,4.0,2025-09-09,
783,284,4,391,12,Flan casero,postre,4.9,2025-09-09,
784,80,5,537,110,Edamame,primero,4.4,2025-10-03,
785,80,5,537,15,Coulant de chocolate,postre,4.2,2025-10-03,
786,140,5,537,110,Edamame,primero,3.8,2025-10-03,
787,140,5,537,15,Coulant de chocolate,postre,3.3,2025-10-03,
788,145,5,537,115,Arroz frito con gambas,segundo,3.2,2025-10-03,
789,145,5,537,15,Coulant de chocolate,postre,2.9,2025-10-03,
790,310,5,537,115,Arroz frito con gambas,segundo,4.9,2025-10-03,
791,108,5,537,110,Edamame,primero,3.0,2025-10-03,
792,108,5,537,115,Arroz frito con gambas,segundo,3.7,2025-10-03,
793,108,5,537,15,Coulant de chocolate,postre,4.6,2025-10-03,
794,368,1,49,4,Judías con chorizo,primero,4.1,2025-11-06,
795,368,1,49,9,Lomo a la plancha,segundo,4.6,2025-11-06,
796,368,1,49,14,Natillas,postre,4.8,2025-11-06,
797,176,1,49,4,Judías con chorizo,primero,3.8,2025-11-06,
798,176,1,49,9,Lomo a la plancha,segundo,4.9,2025-11-06,
799,176,1,49,14,Natillas,postre,3.5,2025-11-06,
800,105,1,114,18,Lentejas con verduras,primero,4.5,2026-02-11,
801,105,1,114,28,Crema catalana,postre,5.0,2026-02-11,
802,352,6,722,153,Arroz con costillas,segundo,3.0,2025-12-24,
803,325,6,722,28,Crema catalana,postre,3.7,2025-12-24,
