fecha,restaurante_id,nombre_restaurante,tipo_cocina,direccion,precio_menu,dia_semana,dia_semana_num,temporada,primer_plato,segundo_plato,postre,temperatura,lluvia,es_festivo,menus_vendidos,ingresos,valoracion_media
2025-10-13,3,La Taberna del Volapié,Tradicional Española,"Calle Rosario Pino 12, Madrid",11.5,Lunes,0,otoño,Sopa castellana,Pollo asado con patatas,Arroz con leche,24.5,False,False,29,333.5,3.5
2025-10-13,4,Trattoria Azca,Italiana,"Calle Capitán Haya 19, Madrid",14.0,Lunes,0,otoño,Minestrone,Pasta carbonara,Arroz con leche,24.5,False,False,35,490.0,3.4
2025-10-13,5,Wok Garden,Asiática,"Calle Orense 16, Madrid",11.0,Lunes,0,otoño,Sopa de miso,Pollo teriyaki,Arroz con leche,24.5,False,False,48,528.0,3.4
2025-10-13,6,La Albufera,Arrocería,"Calle Pedro Teixeira 8, Madrid",14.5,Lunes,0,otoño,Ensalada valenciana,Arroz con pollo,Arroz con leche,24.5,False,False,30,435.0,3.5
2025-10-13,7,El Asador de Azca,Asador,"Paseo de la Castellana 93, Madrid",15.0,Lunes,0,otoño,Sopa castellana de setas,Chuletón de ternera,Arroz con leche,24.5,False,False,40,600.0,4.0
2025-10-13,8,Verde & Más,Vegetariana,"Calle Sor Ángela de la Cruz 4, Madrid",12.0,Lunes,0,otoño,Crema de calabaza y curry,Curry de garbanzos,Arroz con leche,24.5,False,False,25,300.0,4.1
2025-10-13,9,Marisquería Nautilus,Marisquería,"Calle Orense 68, Madrid",16.0,Lunes,0,otoño,Salpicón de marisco,Merluza a la vasca,Arroz con leche,24.5,False,False,28,448.0,4.5
2025-10-13,10,Taquería La Lupe,Mexicana,"Calle Capitán Haya 1, Madrid",11.0,Lunes,0,otoño,Sopa azteca,Tacos al pastor,Arroz con leche,24.5,False,False,50,550.0,4.4
2025-10-14,1,Casa Hortensia,Tradicional Española,"Calle Orense 32, Madrid",12.5,Martes,1,otoño,Lentejas estofadas,Merluza en salsa verde,Flan casero,19.6,False,False,35,437.5,3.4
2025-10-14,2,El Rincón de Azca,Mediterránea,"Paseo de la Castellana 89, Madrid",13.0,Martes,1,otoño,Crema de puerros,Pollo al romero,Flan casero,19.6,False,False,45,585.0,3.3
2025-10-14,3,La Taberna del Volapié,Tradicional Española,"Calle Rosario Pino 12, Madrid",11.5,Martes,1,otoño,Lentejas estofadas,Merluza en salsa verde,Flan casero,19.6,False,False,36,414.0,4.1
2025-10-14,4,Trattoria Azca,Italiana,"Calle Capitán Haya 19, Madrid",14.0,Martes,1,otoño,Bruschetta de tomate,Lasaña boloñesa,Flan casero,19.6,False,False,41,574.0,2.9
2025-10-14,5,Wok Garden,Asiática,"Calle Orense 16, Madrid",11.0,Martes,1,otoño,Rollitos de primavera,Pad thai,Flan casero,19.6,False,False,43,473.0,4.0
2025-10-14,6,La Albufera,Arrocería,"Calle Pedro Teixeira 8, Madrid",14.5,Martes,1,otoño,Croquetas de jamón,Paella de marisco,Flan casero,19.6,False,False,34,493.0,3.4
2025-10-14,7,El Asador de Azca,Asador,"Paseo de la Castellana 93, Madrid",15.0,Martes,1,otoño,Morcilla de Burgos,Cochinillo asado,Flan casero,19.6,False,False,52,780.0,4.1
2025-10-14,8,Verde & Más,Vegetariana,"Calle Sor Ángela de la Cruz 4, Madrid",12.0,Martes,1,otoño,Ensalada de quinoa,Lasaña de verduras,Flan casero,19.6,False,False,23,276.0,4.0
2025-10-14,9,Marisquería Nautilus,Marisquería,"Calle Orense 68, Madrid",16.0,Martes,1,otoño,Gambas al ajillo,Paella de marisco,Flan casero,19.6,False,False,38,608.0,3.8
2025-10-14,10,Taquería La Lupe,Mexicana,"Calle Capitán Haya 1, Madrid",11.0,Martes,1,otoño,Nachos con guacamole,Enchiladas rojas,Flan casero,19.6,False,False,53,583.0,4.3
2025-10-15,1,Casa Hortensia,Tradicional Española,"Calle Orense 32, Madrid",12.5,Miércoles,2,otoño,Crema de calabaza,Albóndigas en salsa,Tarta de manzana,13.0,False,False,37,462.5,4.9
2025-10-15,2,El Rincón de Azca,Mediterránea,"Paseo de la Castellana 89, Madrid",13.0,Miércoles,2,otoño,Hummus con crudités,Brochetas de ternera,Tarta de manzana,13.0,False,False,36,468.0,4.8
2025-10-15,3,La Taberna del Volapié,Tradicional Española,"Calle Rosario Pino 12, Madrid",11.5,Miércoles,2,otoño,Crema de calabaza,Albóndigas en salsa,Tarta de manzana,13.0,False,False,28,322.0,4.0
2025-10-15,4,Trattoria Azca,Italiana,"Calle Capitán Haya 19, Madrid",14.0,Miércoles,2,otoño,Ensalada caprese,Scaloppine al limón,Tarta de manzana,13.0,False,False,32,448.0,3.6
2025-10-15,5,Wok Garden,Asiática,"Calle Orense 16, Madrid",11.0,Miércoles,2,otoño,Gyozas de cerdo,Cerdo agridulce,Tarta de manzana,13.0,False,False,61,671.0,3.8
2025-10-15,6,La Albufera,Arrocería,"Calle Pedro Teixeira 8, Madrid",14.5,Miércoles,2,otoño,Mejillones al vapor,Arroz al horno,Tarta de manzana,13.0,False,False,26,377.0,4.9
2025-10-15,7,El Asador de Azca,Asador,"Paseo de la Castellana 93, Madrid",15.0,Miércoles,2,otoño,Pimientos asados,Costillas de cerdo,Tarta de manzana,13.0,False,False,34,510.0,4.3
2025-10-15,8,Verde & Más,Vegetariana,"Calle Sor Ángela de la Cruz 4, Madrid",12.0,Miércoles,2,otoño,Hummus casero,Hamburguesa vegana,Tarta de manzana,13.0,False,False,37,444.0,3.4
2025-10-15,9,Marisquería Nautilus,Marisquería,"Calle Orense 68, Madrid",16.0,Miércoles,2,otoño,Mejillones a la marinera,Lubina a la espalda,Tarta de manzana,13.0,False,False,33,528.0,3.5
2025-10-15,10,Taquería La Lupe,Mexicana,"Calle Capitán Haya 1, Madrid",11.0,Miércoles,2,otoño,Elote asado,Burrito de pollo,Tarta de manzana,13.0,False,False,39,429.0,2.9
2025-10-16,1,Casa Hortensia,Tradicional Española,"Calle Orense 32, Madrid",12.5,Jueves,3,otoño,Judías con chorizo,Lomo a la plancha,Natillas,18.1,False,False,40,500.0,4.1
2025-10-16,2,El Rincón de Azca,Mediterránea,"Paseo de la Castellana 89, Madrid",13.0,Jueves,3,otoño,Tabulé,Salmón con verduras,Natillas,18.1,False,False,41,533.0,3.8
2025-10-16,3,La Taberna del Volapié,Tradicional Española,"Calle Rosario Pino 12, Madrid",11.5,Jueves,3,otoño,Judías con chorizo,Lomo a la plancha,Natillas,18.1,False,False,45,517.5,4.7
2025-10-16,4,Trattoria Azca,Italiana,"Calle Capitán Haya 19, Madrid",14.0,Jueves,3,otoño,Crema de calabacín,Pizza margarita,Natillas,18.1,False,False,36,504.0,4.5
2025-10-16,5,Wok Garden,Asiática,"Calle Orense 16, Madrid",11.0,Jueves,3,otoño,Ensalada de wakame,Curry rojo de pollo,Natillas,18.1,False,False,40,440.0,4.0
2025-10-16,6,La Albufera,Arrocería,"Calle Pedro Teixeira 8, Madrid",14.5,Jueves,3,otoño,Pimientos del piquillo rellenos,Arroz negro,Natillas,18.1,False,False,27,391.5,3.7
2025-10-16,7,El Asador de Azca,Asador,"Paseo de la Castellana 93, Madrid",15.0,Jueves,3,otoño,Ensalada templada,Entrecot a la brasa,Natillas,18.1,False,False,37,555.0,3.1
2025-10-16,8,Verde & Más,Vegetariana,"Calle Sor Ángela de la Cruz 4, Madrid",12.0,Jueves,3,otoño,Sopa de lentejas rojas,Tofu salteado,Natillas,18.1,False,False,33,396.0,4.6
2025-10-16,9,Marisquería Nautilus,Marisquería,"Calle Orense 68, Madrid",16.0,Jueves,3,otoño,Ensalada de mariscos,Gambas a la plancha,Natillas,18.1,False,False,30,480.0,4.6
2025-10-16,10,Taquería La Lupe,Mexicana,"Calle Capitán Haya 1, Madrid",11.0,Jueves,3,otoño,Quesadillas de queso,Fajitas de ternera,Natillas,18.1,False,False,37,407.0,4.2
2025-10-17,1,Casa Hortensia,Tradicional Española,"Calle Orense 32, Madrid",12.5,Viernes,4,otoño,Puchero madrileño,Callos a la madrileña,Coulant de chocolate,14.9,True,False,31,387.5,3.7
2025-10-17,2,El Rincón de Azca,Mediterránea,"Paseo de la Castellana 89, Madrid",13.0,Viernes,4,otoño,Sopa minestrone,Musaka griega,Coulant de chocolate,14.9,True,False,26,338.0,4.3
2025-10-17,3,La Taberna del Volapié,Tradicional Española,"Calle Rosario Pino 12, Madrid",11.5,Viernes,4,otoño,Puchero madrileño,Callos a la madrileña,Coulant de chocolate,14.9,True,False,24,276.0,4.4
2025-10-17,4,Trattoria Azca,Italiana,"Calle Capitán Haya 19, Madrid",14.0,Viernes,4,otoño,Antipasto variado,Ravioli de ricotta,Coulant de chocolate,14.9,True,False,31,434.0,3.3
2025-10-17,5,Wok Garden,Asiática,"Calle Orense 16, Madrid",11.0,Viernes,4,otoño,Edamame,Arroz frito con gambas,Coulant de chocolate,14.9,True,False,45,495.0,4.5
2025-10-17,6,La Albufera,Arrocería,"Calle Pedro Teixeira 8, Madrid",14.5,Viernes,4,otoño,Sopa de pescado,Fideuá,Coulant de chocolate,14.9,True,False,19,275.5,3.0
2025-10-17,7,El Asador de Azca,Asador,"Paseo de la Castellana 93, Madrid",15.0,Viernes,4,otoño,Patatas revolconas,Chuletas de cordero,Coulant de chocolate,14.9,True,False,26,390.0,3.9
2025-10-17,8,Verde & Más,Vegetariana,"Calle Sor Ángela de la Cruz 4, Madrid",12.0,Viernes,4,otoño,Rollitos de col,Bowl de lentejas,Coulant de chocolate,14.9,True,False,21,252.0,4.0
2025-10-17,9,Marisquería Nautilus,Marisquería,"Calle Orense 68, Madrid",16.0,Viernes,4,otoño,Sopa de pescado,Rape alangostado,Coulant de chocolate,14.9,True,False,24,384.0,2.9
2025-10-17,10,Taquería La Lupe,Mexicana,"Calle Capitán Haya 1, Madrid",11.0,Viernes,4,otoño,Totopos con pico de gallo,Chili con carne,Coulant de chocolate,14.9,True,False,25,275.0,3.7
2025-10-20,1,Casa Hortensia,Tradicional Española,"Calle Orense 32, Madrid",12.5,Lunes,0,otoño,Sopa castellana,Pollo asado con patatas,Arroz con leche,18.2,False,False,30,375.0,3.4
2025-10-20,2,El Rincón de Azca,Mediterránea,"Paseo de la Castellana 89, Madrid",13.0,Lunes,0,otoño,Ensalada templada de setas,Dorada al horno,Arroz con leche,18.2,False,False,51,663.0,3.8
2025-10-20,3,La Taberna del Volapié,Tradicional Española,"Calle Rosario Pino 12, Madrid",11.5,Lunes,0,otoño,Sopa castellana,Pollo asado con patatas,Arroz con leche,18.2,False,False,28,322.0,4.5
2025-10-20,4,Trattoria Azca,Italiana,"Calle Capitán Haya 19, Madrid",14.0,Lunes,0,otoño,Minestrone,Pasta carbonara,Arroz con leche,18.2,False,False,29,406.0,3.3
2025-10-20,5,Wok Garden,Asiática,"Calle Orense 16, Madrid",11.0,Lunes,0,otoño,Sopa de miso,Pollo teriyaki,Arroz con leche,18.2,False,False,48,528.0,2.9
2025-10-20,6,La Albufera,Arrocería,"Calle Pedro Teixeira 8, Madrid",14.5,Lunes,0,otoño,Ensalada valenciana,Arroz con pollo,Arroz con leche,18.2,False,False,26,377.0,4.5
2025-10-20,7,El Asador de Azca,Asador,"Paseo de la Castellana 93, Madrid",15.0,Lunes,0,otoño,Sopa castellana de setas,Chuletón de ternera,Arroz con leche,18.2,False,False,34,510.0,4.6
2025-10-20,8,Verde & Más,Vegetariana,"Calle Sor Ángela de la Cruz 4, Madrid",12.0,Lunes,0,otoño,Crema de calabaza y curry,Curry de garbanzos,Arroz con leche,18.2,False,False,25,300.0,3.3
2025-10-20,9,Marisquería Nautilus,Marisquería,"Calle Orense 68, Madrid",16.0,Lunes,0,otoño,Salpicón de marisco,Merluza a la vasca,Arroz con leche,18.2,False,False,40,640.0,3.6
2025-10-20,10,Taquería La Lupe,Mexicana,"Calle Capitán Haya 1, Madrid",11.0,Lunes,0,otoño,Sopa azteca,Tacos al pastor,Arroz con leche,18.2,False,False,41,451.0,3.4
2025-10-21,1,Casa Hortensia,Tradicional Española,"Calle Orense 32, Madrid",12.5,Martes,1,otoño,Lentejas estofadas,Merluza en salsa verde,Flan casero,15.8,False,False,40,500.0,2.8
2025-10-21,2,El Rincón de Azca,Mediterránea,"Paseo de la Castellana 89, Madrid",13.0,Martes,1,otoño,Crema de puerros,Pollo al romero,Flan casero,15.8,False,False,49,637.0,3.5
2025-10-21,3,La Taberna del Volapié,Tradicional Española,"Calle Rosario Pino 12, Madrid",11.5,Martes,1,otoño,Lentejas estofadas,Merluza en salsa verde,Flan casero,15.8,False,False,34,391.0,3.5
2025-10-21,4,Trattoria Azca,Italiana,"Calle Capitán Haya 19, Madrid",14.0,Martes,1,otoño,Bruschetta de tomate,Lasaña boloñesa,Flan casero,15.8,False,False,36,504.0,4.0
2025-10-21,5,Wok Garden,Asiática,"Calle Orense 16, Madrid",11.0,Martes,1,otoño,Rollitos de primavera,Pad thai,Flan casero,15.8,False,False,67,737.0,4.5
2025-10-21,6,La Albufera,Arrocería,"Calle Pedro Teixeira 8, Madrid",14.5,Martes,1,otoño,Croquetas de jamón,Paella de marisco,Flan casero,15.8,False,False,27,391.5,3.6
2025-10-21,7,El Asador de Azca,Asador,"Paseo de la Castellana 93, Madrid",15.0,Martes,1,otoño,Morcilla de Burgos,Cochinillo asado,Flan casero,15.8,False,False,44,660.0,4.4
2025-10-21,8,Verde & Más,Vegetariana,"Calle Sor Ángela de la Cruz 4, Madrid",12.0,Martes,1,otoño,Ensalada de quinoa,Lasaña de verduras,Flan casero,15.8,False,False,32,384.0,2.8
2025-10-21,9,Marisquería Nautilus,Marisquería,"Calle Orense 68, Madrid",16.0,Martes,1,otoño,Gambas al ajillo,Paella de marisco,Flan casero,15.8,False,False,38,608.0,4.1
2025-10-21,10,Taquería La Lupe,Mexicana,"Calle Capitán Haya 1, Madrid",11.0,Martes,1,otoño,Nachos con guacamole,Enchiladas rojas,Flan casero,15.8,False,False,38,418.0,3.8
2025-10-22,1,Casa Hortensia,Tradicional Española,"Calle Orense 32, Madrid",12.5,Miércoles,2,otoño,Crema de calabaza,Albóndigas en salsa,Tarta de manzana,23.2,False,False,43,537.5,3.7
2025-10-22,2,El Rincón de Azca,Mediterránea,"Paseo de la Castellana 89, Madrid",13.0,Miércoles,2,otoño,Hummus con crudités,Brochetas de ternera,Tarta de manzana,23.2,False,False,41,533.0,4.1
2025-10-22,3,La Taberna del Volapié,Tradicional Española,"Calle Rosario Pino 12, Madrid",11.5,Miércoles,2,otoño,Crema de calabaza,Albóndigas en salsa,Tarta de manzana,23.2,False,False,34,391.0,4.0
2025-10-22,4,Trattoria Azca,Italiana,"Calle Capitán Haya 19, Madrid",14.0,Miércoles,2,otoño,Ensalada caprese,Scaloppine al limón,Tarta de manzana,23.2,False,False,34,476.0,4.1
2025-10-22,5,Wok Garden,Asiática,"Calle Orense 16, Madrid",11.0,Miércoles,2,otoño,Gyozas de cerdo,Cerdo agridulce,Tarta de manzana,23.2,False,False,54,594.0,4.5
2025-10-22,6,La Albufera,Arrocería,"Calle Pedro Teixeira 8, Madrid",14.5,Miércoles,2,otoño,Mejillones al vapor,Arroz al horno,Tarta de manzana,23.2,False,False,38,551.0,4.9
2025-10-22,7,El Asador de Azca,Asador,"Paseo de la Castellana 93, Madrid",15.0,Miércoles,2,otoño,Pimientos asados,Costillas de cerdo,Tarta de manzana,23.2,False,False,40,600.0,3.9
2025-10-22,8,Verde & Más,Vegetariana,"Calle Sor Ángela de la Cruz 4, Madrid",12.0,Miércoles,2,otoño,Hummus casero,Hamburguesa vegana,Tarta de manzana,23.2,False,False,32,384.0,3.3
2025-10-22,9,Marisquería Nautilus,Marisquería,"Calle Orense 68, Madrid",16.0,Miércoles,2,otoño,Mejillones a la marinera,Lubina a la espalda,Tarta de manzana,23.2,False,False,34,544.0,3.8
2025-10-22,10,Taquería La Lupe,Mexicana,"Calle Capitán Haya 1, Madrid",11.0,Miércoles,2,otoño,Elote asado,Burrito de pollo,Tarta de manzana,23.2,False,False,38,418.0,3.9
2025-10-23,1,Casa Hortensia,Tradicional Española,"Calle Orense 32, Madrid",12.5,Jueves,3,otoño,Judías con chorizo,Lomo a la plancha,Natillas,21.4,False,False,46,575.0,4.7
2025-10-23,2,El Rincón de Azca,Mediterránea,"Paseo de la Castellana 89, Madrid",13.0,Jueves,3,otoño,Tabulé,Salmón con verduras,Natillas,21.4,False,False,41,533.0,4.7
2025-10-23,3,La Taberna del Volapié,Tradicional Española,"Calle Rosario Pino 12, Madrid",11.5,Jueves,3,otoño,Judías con chorizo,Lomo a la plancha,Natillas,21.4,False,False,39,448.5,3.4
2025-10-23,4,Trattoria Azca,Italiana,"Calle Capitán Haya 19, Madrid",14.0,Jueves,3,otoño,Crema de calabacín,Pizza margarita,Natillas,21.4,False,False,44,616.0,3.3
2025-10-23,5,Wok Garden,Asiática,"Calle Orense 16, Madrid",11.0,Jueves,3,otoño,Ensalada de wakame,Curry rojo de pollo,Natillas,21.4,False,False,56,616.0,4.2
2025-10-23,6,La Albufera,Arrocería,"Calle Pedro Teixeira 8, Madrid",14.5,Jueves,3,otoño,Pimientos del piquillo rellenos,Arroz negro,Natillas,21.4,False,False,29,420.5,5.0
2025-10-23,7,El Asador de Azca,Asador,"Paseo de la Castellana 93, Madrid",15.0,Jueves,3,otoño,Ensalada templada,Entrecot a la brasa,Natillas,21.4,False,False,39,585.0,4.3
2025-10-23,8,Verde & Más,Vegetariana,"Calle Sor Ángela de la Cruz 4, Madrid",12.0,Jueves,3,otoño,Sopa de lentejas rojas,Tofu salteado,Natillas,21.4,False,False,33,396.0,3.8
2025-10-23,9,Marisquería Nautilus,Marisquería,"Calle Orense 68, Madrid",16.0,Jueves,3,otoño,Ensalada de mariscos,Gambas a la plancha,Natillas,21.4,False,False,32,512.0,3.7
2025-10-23,10,Taquería La Lupe,Mexicana,"Calle Capitán Haya 1, Madrid",11.0,Jueves,3,otoño,Quesadillas de queso,Fajitas de ternera,Natillas,21.4,False,False,49,539.0,3.5
2025-10-24,1,Casa Hortensia,Tradicional Española,"Calle Orense 32, Madrid",12.5,Viernes,4,otoño,Puchero madrileño,Callos a la madrileña,Coulant de chocolate,16.3,True,False,31,387.5,3.8
2025-10-24,2,El Rincón de Azca,Mediterránea,"Paseo de la Castellana 89, Madrid",13.0,Viernes,4,otoño,Sopa minestrone,Musaka griega,Coulant de chocolate,16.3,True,False,29,377.0,3.6
2025-10-24,3,La Taberna del Volapié,Tradicional Española,"Calle Rosario Pino 12, Madrid",11.5,Viernes,4,otoño,Puchero madrileño,Callos a la madrileña,Coulant de chocolate,16.3,True,False,23,264.5,2.9
2025-10-24,4,Trattoria Azca,Italiana,"Calle Capitán Haya 19, Madrid",14.0,Viernes,4,otoño,Antipasto variado,Ravioli de ricotta,Coulant de chocolate,16.3,True,False,21,294.0,3.7
2025-10-24,5,Wok Garden,Asiática,"Calle Orense 16, Madrid",11.0,Viernes,4,otoño,Edamame,Arroz frito con gambas,Coulant de chocolate,16.3,True,False,35,385.0,4.1
2025-10-24,6,La Albufera,Arrocería,"Calle Pedro Teixeira 8, Madrid",14.5,Viernes,4,otoño,Sopa de pescado,Fideuá,Coulant de chocolate,16.3,True,False,24,348.0,3.2
2025-10-24,7,El Asador de Azca,Asador,"Paseo de la Castellana 93, Madrid",15.0,Viernes,4,otoño,Patatas revolconas,Chuletas de cordero,Coulant de chocolate,16.3,True,False,30,450.0,3.3
2025-10-24,8,Verde & Más,Vegetariana,"Calle Sor Ángela de la Cruz 4, Madrid",12.0,Viernes,4,otoño,Rollitos de col,Bowl de lentejas,Coulant de chocolate,16.3,True,False,22,264.0,4.6
2025-10-24,9,Marisquería Nautilus,Marisquería,"Calle Orense 68, Madrid",16.0,Viernes,4,otoño,Sopa de pescado,Rape alangostado,Coulant de chocolate,16.3,True,False,22,352.0,4.9
2025-10-24,10,Taquería La Lupe,Mexicana,"Calle Capitán Haya 1, Madrid",11.0,Viernes,4,otoño,Totopos con pico de gallo,Chili con carne,Coulant de chocolate,16.3,True,False,32,352.0,3.9
2025-10-27,1,Casa Hortensia,Tradicional Española,"Calle Orense 32, Madrid",12.5,Lunes,0,otoño,Sopa castellana,Pollo asado con patatas,Arroz con leche,18.4,False,False,40,500.0,3.4
2025-10-27,2,El Rincón de Azca,Mediterránea,"Paseo de la Castellana 89, Madrid",13.0,Lunes,0,otoño,Ensalada templada de setas,Dorada al horno,Arroz con leche,18.4,False,False,40,520.0,4.1
2025-10-27,3,La Taberna del Volapié,Tradicional Española,"Calle Rosario Pino 12, Madrid",11.5,Lunes,0,otoño,Sopa castellana,Pollo asado con patatas,Arroz con leche,18.4,False,False,36,414.0,3.9
2025-10-27,4,Trattoria Azca,Italiana,"Calle Capitán Haya 19, Madrid",14.0,Lunes,0,otoño,Minestrone,Pasta carbonara,Arroz con leche,18.4,False,False,37,518.0,4.9
2025-10-27,5,Wok Garden,Asiática,"Calle Orense 16, Madrid",11.0,Lunes,0,otoño,Sopa de miso,Pollo teriyaki,Arroz con leche,18.4,False,False,46,506.0,2.9
2025-10-27,6,La Albufera,Arrocería,"Calle Pedro Teixeira 8, Madrid",14.5,Lunes,0,otoño,Ensalada valenciana,Arroz con pollo,Arroz con leche,18.4,False,False,21,304.5,3.2
2025-10-27,7,El Asador de Azca,Asador,"Paseo de la Castellana 93, Madrid",15.0,Lunes,0,otoño,Sopa castellana de setas,Chuletón de ternera,Arroz con leche,18.4,False,False,39,585.0,4.1
2025-10-27,8,Verde & Más,Vegetariana,"Calle Sor Ángela de la Cruz 4, Madrid",12.0,Lunes,0,otoño,Crema de calabaza y curry,Curry de garbanzos,Arroz con leche,18.4,False,False,31,372.0,3.3
2025-10-27,9,Marisquería Nautilus,Marisquería,"Calle Orense 68, Madrid",16.0,Lunes,0,otoño,Salpicón de marisco,Merluza a la vasca,Arroz con leche,18.4,False,False,36,576.0,3.7
2025-10-27,10,Taquería La Lupe,Mexicana,"Calle Capitán Haya 1, Madrid",11.0,Lunes,0,otoño,Sopa azteca,Tacos al pastor,Arroz con leche,18.4,False,False,42,462.0,3.9
2025-10-28,1,Casa Hortensia,Tradicional Española,"Calle Orense 32, Madrid",12.5,Martes,1,otoño,Lentejas estofadas,Merluza en salsa verde,Flan casero,21.1,True,False,44,550.0,3.9
2025-10-28,2,El Rincón de Azca,Mediterránea,"Paseo de la Castellana 89, Madrid",13.0,Martes,1,otoño,Crema de puerros,Pollo al romero,Flan casero,21.1,True,False,48,624.0,3.3
2025-10-28,3,La Taberna del Volapié,Tradicional Española,"Calle Rosario Pino 12, Madrid",11.5,Martes,1,otoño,Lentejas estofadas,Merluza en salsa verde,Flan casero,21.1,True,False,37,425.5,3.9
2025-10-28,4,Trattoria Azca,Italiana,"Calle Capitán Haya 19, Madrid",14.0,Martes,1,otoño,Bruschetta de tomate,Lasaña boloñesa,Flan casero,21.1,True,False,33,462.0,3.3
2025-10-28,5,Wok Garden,Asiática,"Calle Orense 16, Madrid",11.0,Martes,1,otoño,Rollitos de primavera,Pad thai,Flan casero,21.1,True,False,59,649.0,3.3
2025-10-28,6,La Albufera,Arrocería,"Calle Pedro Teixeira 8, Madrid",14.5,Martes,1,otoño,Croquetas de jamón,Paella de marisco,Flan casero,21.1,True,False,26,377.0,4.1
2025-10-28,7,El Asador de Azca,Asador,"Paseo de la Castellana 93, Madrid",15.0,Martes,1,otoño,Morcilla de Burgos,Cochinillo asado,Flan casero,21.1,True,False,41,615.0,3.5
2025-10-28,8,Verde & Más,Vegetariana,"Calle Sor Ángela de la Cruz 4, Madrid",12.0,Martes,1,otoño,Ensalada de quinoa,Lasaña de verduras,Flan casero,21.1,True,False,26,312.0,4.1
2025-10-28,9,Marisquería Nautilus,Marisquería,"Calle Orense 68, Madrid",16.0,Martes,1,otoño,Gambas al ajillo,Paella de marisco,Flan casero,21.1,True,False,30,480.0,4.0
2025-10-28,10,Taquería La Lupe,Mexicana,"Calle Capitán Haya 1, Madrid",11.0,Martes,1,otoño,Nachos con guacamole,Enchiladas rojas,Flan casero,21.1,True,False,33,363.0,3.2
2025-10-29,1,Casa Hortensia,Tradicional Española,"Calle Orense 32, Madrid",12.5,Miércoles,2,otoño,Crema de calabaza,Albóndigas en salsa,Tarta de manzana,18.8,False,False,39,487.5,4.3
2025-10-29,2,El Rincón de Azca,Mediterránea,"Paseo de la Castellana 89, Madrid",13.0,Miércoles,2,otoño,Hummus con crudités,Brochetas de ternera,Tarta de manzana,18.8,False,False,52,676.0,4.0
2025-10-29,3,La Taberna del Volapié,Tradicional Española,"Calle Rosario Pino 12, Madrid",11.5,Miércoles,2,otoño,Crema de calabaza,Albóndigas en salsa,Tarta de manzana,18.8,False,False,33,379.5,3.2
2025-10-29,4,Trattoria Azca,Italiana,"Calle Capitán Haya 19, Madrid",14.0,Miércoles,2,otoño,Ensalada caprese,Scaloppine al limón,Tarta de manzana,18.8,False,False,43,602.0,4.0
2025-10-29,5,Wok Garden,Asiática,"Calle Orense 16, Madrid",11.0,Miércoles,2,otoño,Gyozas de cerdo,Cerdo agridulce,Tarta de manzana,18.8,False,False,54,594.0,4.0
2025-10-29,6,La Albufera,Arrocería,"Calle Pedro Teixeira 8, Madrid",14.5,Miércoles,2,otoño,Mejillones al vapor,Arroz al horno,Tarta de manzana,18.8,False,False,34,493.0,3.4
2025-10-29,7,El Asador de Azca,Asador,"Paseo de la Castellana 93, Madrid",15.0,Miércoles,2,otoño,Pimientos asados,Costillas de cerdo,Tarta de manzana,18.8,False,False,33,495.0,4.0
2025-10-29,8,Verde & Más,Vegetariana,"Calle Sor Ángela de la Cruz 4, Madrid",12.0,Miércoles,2,otoño,Hummus casero,Hamburguesa vegana,Tarta de manzana,18.8,False,False,33,396.0,4.3
2025-10-29,9,Marisquería Nautilus,Marisquería,"Calle Orense 68, Madrid",16.0,Miércoles,2,otoño,Mejillones a la marinera,Lubina a la espalda,Tarta de manzana,18.8,False,False,34,544.0,4.9
2025-10-29,10,Taquería La Lupe,Mexicana,"Calle Capitán Haya 1, Madrid",11.0,Miércoles,2,otoño,Elote asado,Burrito de pollo,Tarta de manzana,18.8,False,False,50,550.0,3.5
2025-10-30,1,Casa Hortensia,Tradicional Española,"Calle Orense 32, Madrid",12.5,Jueves,3,otoño,Judías con chorizo,Lomo a la plancha,Natillas,18.0,False,False,53,662.5,4.4
2025-10-30,2,El Rincón de Azca,Mediterránea,"Paseo de la Castellana 89, Madrid",13.0,Jueves,3,otoño,Tabulé,Salmón con verduras,Natillas,18.0,False,False,33,429.0,4.4
2025-10-30,3,La Taberna del Volapié,Tradicional Española,"Calle Rosario Pino 12, Madrid",11.5,Jueves,3,otoño,Judías con chorizo,Lomo a la plancha,Natillas,18.0,False,False,39,448.5,3.8
2025-10-30,4,Trattoria Azca,Italiana,"Calle Capitán Haya 19, Madrid",14.0,Jueves,3,otoño,Crema de calabacín,Pizza margarita,Natillas,18.0,False,False,39,546.0,4.3
2025-10-30,5,Wok Garden,Asiática,"Calle Orense 16, Madrid",11.0,Jueves,3,otoño,Ensalada de wakame,Curry rojo de pollo,Natillas,18.0,False,False,62,682.0,4.2
2025-10-30,6,La Albufera,Arrocería,"Calle Pedro Teixeira 8, Madrid",14.5,Jueves,3,otoño,Pimientos del piquillo rellenos,Arroz negro,Natillas,18.0,False,False,25,362.5,4.5
2025-10-30,7,El Asador de Azca,Asador,"Paseo de la Castellana 93, Madrid",15.0,Jueves,3,otoño,Ensalada templada,Entrecot a la brasa,Natillas,18.0,False,False,38,570.0,3.9
2025-10-30,8,Verde & Más,Vegetariana,"Calle Sor Ángela de la Cruz 4, Madrid",12.0,Jueves,3,otoño,Sopa de lentejas rojas,Tofu salteado,Natillas,18.0,False,False,22,264.0,3.9
